Region Name,Region Type,Data Type,Oct 09,Nov 09,Dec 09,Jan 10,Feb 10,Mar 10,Apr 10,May 10,Jun 10,Jul 10,Aug 10,Sep 10,Oct 10,Nov 10,Dec 10,Jan 11,Feb 11,Mar 11,Apr 11,May 11,Jun 11,Jul 11,Aug 11,Sep 11,Oct 11,Nov 11,Dec 11,Jan 12,Feb 12,Mar 12,Apr 12,May 12,Jun 12,Jul 12,Aug 12,Sep 12,Oct 12,Nov 12,Dec 12,Jan 13,Feb 13,Mar 13,Apr 13,May 13,Jun 13,Jul 13,Aug 13,Sep 13,Oct 13,Nov 13,Dec 13,Jan 14,Feb 14,Mar 14,Apr 14,May 14,Jun 14,Jul 14,Aug 14,Sep 14,Oct 14,Nov 14,Dec 14,Jan 15,Feb 15,Mar 15,Apr 15,May 15,Jun 15,Jul 15,Aug 15,Sep 15,Oct 15,Nov 15,Dec 15,Jan 16,Feb 16,Mar 16,Apr 16,May 16,Jun 16,Jul 16,Aug 16,Sep 16,Oct 16,Nov 16,Dec 16,Jan 17,Feb 17,Mar 17,Apr 17,May 17,Jun 17,Jul 17,Aug 17,Sep 17,Oct 17,Nov 17,Dec 17,Jan 18,Feb 18,Mar 18,Apr 18,May 18,Jun 18,Jul 18,Aug 18,Sep 18,Oct 18,Nov 18,Dec 18,Jan 19,Feb 19,Mar 19,Apr 19,May 19,Jun 19,Jul 19,Aug 19,Sep 19
Ozone Park,neighborhood,All Homes,"$349,000","$349,400","$350,400","$351,000","$350,900","$352,400","$354,100","$354,600","$355,800","$359,100","$360,100","$358,900","$358,400","$356,300","$354,400","$354,700","$356,600","$356,300","$354,900","$354,000","$352,600","$348,900","$345,400","$344,900","$344,900","$343,700","$341,300","$337,900","$332,600","$326,400","$322,200","$319,900","$318,900","$317,800","$318,100","$318,700","$317,500","$316,400","$317,800","$320,700","$324,500","$329,400","$334,400","$339,800","$344,100","$347,000","$351,000","$356,800","$362,100","$366,900","$371,200","$375,400","$379,500","$383,100","$386,300","$389,400","$391,900","$394,700","$397,300","$397,900","$397,300","$398,200","$399,600","$401,400","$404,200","$408,000","$411,300","$414,100","$417,000","$420,600","$423,300","$426,000","$429,700","$433,700","$435,100","$434,800","$433,700","$433,700","$434,600","$435,600","$436,200","$438,000","$440,800","$442,600","$445,600","$450,500","$454,800","$457,200","$459,600","$463,600","$467,600","$468,600","$469,500","$472,500","$476,000","$478,100","$480,500","$483,300","$487,600","$492,800","$497,700","$501,000","$503,200","$505,700","$508,800","$510,600","$510,800","$513,300","$518,100","$522,100","$524,400","$526,200","$528,100","$527,800","$527,100","$528,800","$532,700","$535,900","$538,800","$539,800"
Pomonok,neighborhood,All Homes,"$397,200","$398,200","$399,300","$400,400","$400,300","$403,400","$408,500","$410,800","$410,800","$412,000","$410,000","$402,400","$395,200","$388,900","$382,900","$376,700","$372,200","$366,900","$364,200","$365,400","$370,100","$375,300","$379,700","$384,300","$387,900","$389,600","$391,000","$393,700","$396,200","$397,700","$396,700","$395,800","$394,500","$389,900","$385,900","$386,700","$388,200","$389,400","$391,300","$392,800","$393,800","$395,900","$399,700","$403,900","$406,300","$407,800","$410,900","$416,000","$420,900","$425,900","$429,800","$433,200","$436,300","$438,800","$438,900","$438,300","$438,500","$441,100","$445,200","$448,400","$450,200","$452,100","$454,700","$458,800","$464,100","$469,100","$472,700","$476,300","$482,100","$488,100","$489,300","$486,900","$487,100","$491,700","$496,900","$500,800","$504,800","$508,600","$512,700","$514,800","$515,400","$515,000","$517,500","$520,400","$522,200","$521,500","$521,400","$522,400","$521,500","$520,400","$522,600","$527,300","$529,700","$532,900","$539,400","$548,000","$557,900","$567,200","$572,800","$578,300","$586,900","$594,000","$596,400","$600,300","$608,800","$617,800","$623,900","$629,200","$632,500","$633,800","$635,100","$636,800","$638,600","$640,700","$641,800","$637,800","$629,900","$623,000","$618,300","$614,300"
Queens Village,neighborhood,All Homes,"$362,000","$362,200","$363,400","$364,400","$364,900","$364,200","$361,300","$358,900","$359,000","$359,900","$359,100","$357,000","$355,700","$352,500","$349,000","$347,400","$347,400","$345,500","$344,200","$344,000","$342,400","$339,300","$338,200","$339,500","$339,800","$338,600","$335,900","$333,200","$332,000","$332,700","$333,600","$336,300","$340,700","$343,900","$345,300","$347,000","$347,800","$347,900","$348,500","$348,900","$348,700","$349,400","$351,400","$353,000","$353,600","$354,000","$355,100","$356,400","$358,300","$361,600","$366,400","$370,900","$375,000","$378,200","$380,600","$381,700","$382,100","$384,700","$389,200","$392,700","$395,200","$398,900","$402,500","$405,200","$406,700","$408,700","$410,900","$412,800","$415,100","$418,600","$420,800","$422,000","$423,700","$426,000","$426,600","$426,600","$427,800","$429,700","$431,400","$433,200","$435,300","$437,700","$440,500","$441,800","$443,100","$445,800","$450,300","$454,900","$457,800","$460,300","$464,300","$467,300","$467,800","$467,100","$465,600","$464,500","$464,600","$465,000","$464,700","$466,300","$469,900","$474,600","$479,300","$484,300","$489,000","$492,000","$494,700","$500,900","$508,600","$513,800","$517,400","$520,000","$521,900","$521,500","$519,500","$518,100","$518,800","$520,000","$521,100","$521,100"
Rego Park,neighborhood,All Homes,"$499,200","$503,000","$505,900","$507,700","$508,800","$506,500","$499,000","$492,400","$490,800","$491,900","$488,400","$478,300","$471,000","$470,600","$474,300","$478,700","$485,000","$491,500","$500,200","$508,800","$512,800","$511,200","$512,100","$516,500","$516,700","$510,400","$502,000","$493,900","$487,200","$481,900","$474,900","$467,400","$465,300","$465,100","$464,800","$468,300","$473,700","$475,600","$476,600","$478,500","$480,000","$482,200","$488,900","$496,600","$499,700","$500,300","$505,300","$511,700","$516,200","$520,900","$526,100","$531,600","$537,100","$542,200","$545,900","$550,400","$555,000","$560,900","$567,500","$574,600","$581,600","$588,900","$596,000","$602,400","$607,200","$613,100","$618,800","$621,900","$624,800","$630,600","$634,100","$633,100","$630,400","$630,900","$633,600","$636,700","$641,200","$644,900","$647,000","$652,200","$662,200","$672,400","$681,200","$688,100","$696,100","$704,500","$711,300","$717,800","$722,200","$726,800","$733,000","$737,800","$738,200","$742,200","$748,700","$754,100","$757,100","$758,200","$760,400","$763,700","$763,000","$761,100","$760,700","$759,900","$760,300","$761,800","$759,500","$759,800","$766,300","$772,900","$774,900","$777,000","$782,000","$785,800","$789,100","$793,300","$794,700","$790,100","$784,600","$780,000"
Richmond Hill,neighborhood,All Homes,"$375,600","$375,000","$374,700","$374,100","$374,000","$371,800","$365,900","$359,700","$357,900","$358,400","$357,900","$354,900","$350,900","$345,800","$341,700","$339,600","$338,600","$336,000","$334,600","$335,800","$337,700","$338,000","$338,800","$342,200","$344,900","$345,100","$344,500","$344,800","$344,800","$345,200","$345,500","$345,900","$345,200","$342,300","$340,100","$340,800","$342,700","$344,700","$345,800","$345,600","$345,500","$348,000","$354,100","$360,300","$363,500","$366,200","$368,600","$369,400","$369,600","$371,500","$375,300","$379,300","$383,000","$386,800","$390,200","$392,700","$395,500","$400,700","$406,700","$410,400","$412,300","$414,700","$416,800","$418,300","$419,000","$419,500","$418,200","$415,800","$414,900","$415,300","$415,100","$415,300","$417,000","$419,400","$421,800","$425,100","$430,300","$435,500","$439,800","$443,900","$446,200","$447,200","$450,200","$454,500","$458,000","$463,000","$469,800","$474,000","$474,100","$473,800","$475,900","$478,100","$482,300","$488,600","$495,100","$501,600","$509,700","$514,300","$515,600","$517,000","$520,100","$524,100","$529,600","$536,800","$542,800","$546,100","$548,300","$552,200","$557,000","$561,400","$564,900","$568,600","$573,100","$576,600","$577,900","$577,600","$578,300","$580,000","$579,100","$574,900"
Rochdale,neighborhood,All Homes,"$343,600","$343,400","$341,300","$339,600","$340,800","$339,900","$333,900","$329,300","$329,100","$329,800","$327,400","$322,800","$319,600","$315,100","$312,400","$314,100","$318,800","$320,400","$319,100","$317,100","$315,400","$313,500","$313,800","$315,200","$314,300","$313,800","$313,300","$310,100","$304,900","$303,000","$307,200","$314,300","$319,300","$321,500","$322,700","$324,200","$326,800","$330,600","$334,900","$337,300","$337,900","$338,600","$339,800","$340,900","$341,800","$343,200","$345,600","$349,200","$352,100","$354,500","$356,800","$358,500","$360,000","$362,000","$362,300","$360,200","$358,400","$359,200","$362,000","$364,500","$365,700","$366,400","$366,900","$368,200","$370,800","$374,000","$377,500","$381,300","$385,600","$388,800","$390,300","$390,700","$392,400","$394,000","$394,300","$393,100","$392,000","$392,100","$392,700","$391,800","$388,800","$386,800","$387,700","$390,600","$394,500","$398,100","$402,300","$408,800","$413,200","$414,900","$418,000","$422,900","$426,500","$428,800","$428,800","$427,400","$425,100","$422,400","$420,500","$420,200","$420,800","$423,200","$428,000","$433,500","$437,800","$440,800","$444,500","$450,600","$457,900","$463,700","$468,600","$473,700","$478,200","$479,500","$476,500","$474,100","$475,700","$479,100","$479,800","$478,000"
Rockaway Beach,neighborhood,All Homes,"$324,800","$324,900","$324,100","$321,700","$320,900","$322,100","$320,300","$317,200","$317,600","$318,800","$316,700","$311,800","$306,400","$300,000","$296,600","$302,300","$306,700","$298,600","$291,400","$292,300","$292,800","$290,800","$291,400","$294,300","$294,800","$292,200","$288,500","$285,900","$286,300","$289,200","$290,200","$290,000","$289,700","$287,100","$289,100","$294,500","$300,100","$308,000","$320,200","$326,500","$325,000","$324,900","$329,400","$330,800","$335,900","$340,400","$328,800","$306,400","$291,300","$284,400","$280,600","$274,600","$267,000","$262,300","$259,500","$257,900","$255,700","$257,400","$261,000","$266,600","$274,200","$280,500","$279,400","$275,100","$277,600","$285,400","$293,000","$294,600","$294,500","$299,000","$305,400","$305,800","$302,000","$301,300","$302,300","$305,000","$307,600","$310,900","$312,300","$315,700","$320,700","$323,600","$325,000","$328,400","$331,900","$332,500","$330,600","$330,200","$332,400","$335,100","$337,300","$338,800","$336,600","$333,900","$335,500","$338,600","$338,800","$335,400","$333,600","$331,400","$326,600","$322,100","$320,100","$316,700","$314,300","$313,600","$311,700","$312,000","$317,300","$326,900","$335,600","$345,200","$350,600","$344,500","$335,500","$336,100","$335,400","$326,600","$327,400","$339,100"
Rockaway Park,neighborhood,All Homes,"$505,300","$501,200","$497,200","$494,500","$494,600","$489,800","$478,100","$468,800","$469,600","$472,300","$470,400","$465,500","$462,800","$461,000","$462,500","$467,300","$471,400","$472,100","$473,800","$480,900","$486,300","$487,100","$491,500","$499,900","$500,000","$493,000","$483,300","$474,100","$467,400","$464,000","$457,800","$448,700","$440,800","$428,600","$417,700","$414,800","$414,600","$411,700","$408,000","$401,200","$394,000","$388,100","$385,900","$387,200","$389,100","$396,500","$409,100","$415,600","$416,400","$413,300","$408,200","$406,000","$408,300","$411,300","$418,000","$428,000","$431,300","$429,800","$418,400","$400,800","$394,100","$412,400","$437,800","$453,200","$455,100","$454,100","$453,900","$447,600","$442,100","$441,300","$442,000","$444,900","$451,000","$449,200","$441,200","$437,500","$439,300","$444,900","$451,000","$450,000","$444,200","$442,600","$442,300","$440,900","$439,800","$436,200","$434,700","$441,100","$451,500","$461,500","$469,700","$479,000","$488,900","$494,700","$498,500","$505,100","$512,200","$517,500","$520,400","$518,500","$512,700","$506,400","$504,600","$506,100","$507,700","$509,000","$514,700","$520,000","$516,600","$510,100","$508,800","$510,200","$511,800","$514,400","$514,100","$512,600","$512,300","$511,800","$512,000","$514,100"
Rosedale,neighborhood,All Homes,"$372,600","$372,300","$372,500","$368,800","$366,400","$367,500","$367,000","$362,900","$361,700","$361,800","$359,500","$354,900","$352,400","$350,200","$347,300","$346,400","$347,300","$345,100","$345,200","$348,500","$350,000","$347,400","$347,200","$350,300","$350,900","$347,100","$342,800","$340,300","$338,200","$336,900","$334,800","$332,500","$332,300","$333,200","$332,900","$332,200","$331,200","$330,900","$332,200","$333,200","$333,100","$333,800","$335,800","$338,300","$340,000","$340,100","$340,600","$342,500","$344,100","$346,200","$350,000","$354,200","$357,900","$360,900","$362,300","$362,700","$363,300","$367,600","$373,700","$378,000","$380,300","$382,800","$384,200","$386,100","$387,900","$388,700","$389,100","$389,400","$388,700","$388,900","$389,700","$390,100","$391,100","$394,000","$397,200","$401,000","$404,600","$408,000","$411,600","$415,000","$416,800","$417,300","$417,400","$418,100","$420,800","$424,900","$428,300","$428,100","$426,400","$426,400","$429,500","$433,300","$436,600","$439,400","$441,400","$442,700","$444,300","$446,100","$446,600","$447,400","$448,900","$451,400","$455,700","$461,000","$463,600","$463,000","$461,600","$462,800","$467,200","$472,800","$477,300","$482,000","$486,600","$487,900","$484,300","$481,700","$484,000","$488,600","$491,500","$492,500"
South Ozone Park,neighborhood,All Homes,"$344,000","$343,600","$343,500","$343,400","$343,200","$342,900","$340,700","$337,100","$334,400","$333,700","$332,300","$328,400","$323,600","$317,100","$312,200","$310,600","$310,800","$309,800","$309,300","$310,200","$310,700","$309,400","$308,700","$310,200","$310,900","$310,800","$309,100","$306,200","$304,600","$305,800","$307,500","$309,600","$312,200","$312,900","$312,300","$313,400","$317,700","$323,700","$329,700","$334,100","$336,600","$338,100","$340,200","$342,400","$343,600","$344,400","$346,500","$349,100","$351,700","$354,500","$357,900","$361,300","$364,800","$367,500","$369,500","$371,300","$374,600","$379,700","$384,800","$387,800","$388,900","$389,700","$390,200","$390,600","$389,700","$388,300","$387,700","$387,700","$389,000","$392,500","$394,300","$394,600","$397,000","$402,100","$405,400","$406,800","$410,000","$416,800","$424,300","$430,200","$432,100","$431,500","$432,100","$433,900","$434,900","$436,800","$442,100","$446,700","$447,500","$446,800","$448,100","$450,600","$451,900","$453,200","$457,300","$461,800","$465,400","$467,600","$467,800","$470,200","$475,500","$479,900","$481,000","$481,300","$482,200","$483,600","$483,200","$484,600","$487,700","$489,900","$492,100","$496,100","$499,800","$501,300","$502,600","$505,400","$511,300","$519,200","$527,400","$531,600"
Springfield Gardens,neighborhood,All Homes,"$342,400","$342,200","$343,400","$342,200","$340,900","$341,000","$339,700","$337,200","$338,800","$339,600","$335,700","$330,500","$328,700","$327,100","$325,100","$323,500","$323,700","$322,200","$322,000","$324,200","$325,900","$325,800","$328,200","$332,900","$332,500","$329,100","$326,300","$324,600","$322,900","$323,400","$324,200","$325,400","$326,700","$326,700","$325,600","$324,700","$325,400","$328,500","$331,800","$334,600","$337,200","$339,000","$340,000","$340,800","$340,200","$339,400","$340,300","$341,500","$342,700","$344,200","$345,100","$346,100","$347,900","$349,900","$350,600","$348,400","$345,800","$347,100","$351,800","$356,300","$360,700","$365,100","$368,500","$370,400","$373,300","$376,600","$379,800","$382,200","$384,400","$386,500","$386,000","$385,600","$385,400","$382,000","$377,200","$377,400","$377,800","$377,700","$377,600","$378,200","$378,200","$379,100","$380,400","$382,300","$384,800","$388,700","$393,600","$397,400","$397,600","$396,000","$398,100","$403,700","$408,500","$411,400","$413,100","$415,100","$415,300","$415,100","$415,500","$413,900","$410,600","$409,800","$412,400","$417,700","$423,400","$428,600","$434,700","$440,600","$445,700","$450,000","$454,700","$460,700","$467,700","$472,800","$473,600","$471,400","$470,800","$471,100","$468,600","$464,200"
St. Albans,neighborhood,All Homes,"$348,800","$350,200","$351,200","$351,600","$352,200","$349,400","$341,700","$335,200","$334,200","$334,100","$331,900","$328,900","$327,000","$323,100","$320,300","$320,700","$322,700","$323,500","$324,500","$326,000","$325,400","$322,900","$322,500","$324,200","$323,600","$321,500","$319,400","$317,500","$316,100","$316,600","$319,200","$322,200","$324,900","$326,400","$327,300","$328,200","$330,400","$332,800","$335,300","$337,800","$341,100","$343,800","$345,600","$346,800","$348,000","$349,400","$351,000","$353,100","$354,800","$357,600","$360,400","$361,000","$360,500","$361,200","$362,600","$363,400","$363,800","$365,700","$368,100","$369,100","$368,700","$369,600","$370,800","$371,300","$371,900","$374,100","$376,100","$377,700","$379,300","$380,500","$380,500","$380,400","$380,900","$381,600","$382,100","$382,300","$381,700","$381,200","$381,500","$382,300","$382,700","$385,200","$389,600","$392,500","$394,900","$398,400","$402,800","$408,800","$413,300","$416,200","$420,000","$423,800","$424,900","$425,400","$425,200","$425,500","$427,500","$428,300","$426,400","$424,200","$423,600","$425,400","$429,600","$434,700","$439,700","$444,200","$447,400","$452,800","$459,400","$464,500","$468,500","$473,000","$475,300","$474,200","$471,400","$470,200","$471,200","$472,700","$474,100","$474,400"
Sunnyside,neighborhood,All Homes,"$450,200","$453,900","$456,600","$448,700","$447,100","$445,900","$434,100","$423,000","$428,200","$430,700","$423,000","$408,200","$397,500","$392,600","$394,000","$399,600","$404,600","$407,400","$414,100","$421,500","$422,900","$421,600","$426,000","$438,500","$447,900","$449,000","$444,500","$442,400","$437,300","$431,500","$428,100","$427,400","$427,700","$432,700","$436,500","$437,700","$439,300","$442,500","$445,200","$448,200","$449,800","$453,000","$460,600","$469,900","$474,700","$476,600","$480,100","$484,600","$486,900","$488,300","$492,000","$496,000","$497,300","$499,600","$502,200","$498,400","$492,700","$490,300","$490,600","$494,100","$506,700","$523,800","$539,600","$550,300","$557,400","$560,000","$559,500","$560,700","$566,800","$576,500","$582,500","$586,100","$586,400","$587,500","$587,900","$594,100","$604,800","$617,800","$624,600","$630,400","$632,100","$635,200","$641,600","$641,000","$632,800","$631,300","$635,400","$639,400","$649,500","$659,300","$662,100","$662,300","$661,100","$653,200","$649,900","$657,300","$666,400","$657,400","$636,300","$627,600","$632,200","$639,300","$653,400","$668,400","$683,200","$706,400","$729,200","$740,000","$748,100","$758,100","$770,300","$771,000","$768,200","$766,100","$760,500","$759,600","$762,600","$753,700","$740,700","$736,100"
Utopia,neighborhood,All Homes,"$606,000","$610,800","$616,900","$619,000","$618,100","$619,800","$622,400","$621,100","$622,300","$627,800","$630,000","$627,500","$627,100","$625,300","$622,100","$622,200","$625,900","$625,500","$625,300","$629,600","$632,400","$630,000","$630,700","$636,100","$635,000","$628,800","$620,700","$613,400","$606,500","$603,300","$597,100","$588,100","$580,900","$577,600","$573,800","$572,100","$574,600","$580,000","$586,100","$593,000","$599,500","$605,200","$612,900","$621,100","$626,300","$630,300","$635,900","$641,200","$646,900","$652,300","$656,600","$659,700","$664,900","$670,300","$675,000","$680,300","$688,900","$696,700","$705,300","$713,200","$718,500","$726,100","$738,900","$749,700","$756,700","$761,100","$763,800","$767,200","$774,000","$780,100","$782,600","$784,500","$788,500","$791,900","$795,000","$800,500","$806,500","$812,300","$820,400","$827,100","$827,700","$826,400","$826,700","$826,200","$827,400","$833,500","$838,900","$841,800","$842,900","$845,300","$851,100","$860,500","$868,400","$877,100","$886,000","$894,300","$901,500","$906,200","$907,700","$910,600","$913,900","$918,200","$922,400","$927,900","$934,800","$941,100","$944,300","$947,800","$950,800","$951,700","$950,600","$950,900","$954,800","$957,100","$956,300","$954,200","$950,500","$948,400","$949,900","$949,900"
Whitestone,neighborhood,All Homes,"$613,600","$615,900","$618,500","$620,200","$620,400","$619,600","$616,100","$611,600","$610,100","$611,100","$607,300","$599,800","$596,300","$592,700","$588,700","$588,200","$593,600","$597,300","$601,500","$606,500","$608,600","$606,900","$606,600","$609,600","$608,700","$604,400","$598,200","$592,200","$585,300","$579,200","$572,000","$565,900","$563,100","$561,000","$559,400","$560,000","$561,300","$563,700","$566,500","$566,800","$566,100","$570,200","$579,900","$590,200","$598,300","$604,200","$611,300","$619,700","$628,000","$636,600","$646,800","$657,300","$666,900","$674,700","$678,100","$678,900","$679,700","$682,700","$687,800","$690,800","$691,500","$692,300","$693,900","$694,800","$696,400","$699,300","$703,400","$709,500","$718,300","$727,600","$733,500","$738,600","$746,500","$752,100","$752,900","$755,300","$759,300","$760,700","$761,800","$764,700","$768,200","$771,300","$773,900","$775,400","$777,200","$782,400","$789,800","$795,300","$797,900","$800,600","$805,100","$810,300","$812,800","$816,000","$822,200","$829,600","$835,100","$838,200","$841,000","$848,800","$858,300","$865,600","$872,400","$882,400","$892,200","$898,100","$899,700","$902,000","$906,100","$912,400","$918,600","$924,500","$928,700","$930,300","$928,000","$920,000","$908,400","$900,500","$896,700","$892,000"
Woodhaven,neighborhood,All Homes,"$332,900","$330,500","$330,400","$330,700","$329,800","$332,600","$338,400","$340,600","$339,800","$341,100","$341,800","$341,300","$342,000","$342,600","$342,400","$342,100","$341,700","$338,000","$333,900","$333,900","$336,200","$336,600","$336,500","$339,500","$341,900","$340,300","$336,900","$335,300","$333,600","$331,000","$329,300","$329,100","$327,800","$325,000","$324,500","$325,900","$325,900","$326,700","$330,300","$334,400","$338,700","$344,400","$350,500","$355,100","$358,100","$360,900","$362,900","$363,400","$364,200","$366,600","$368,800","$369,800","$371,200","$372,800","$373,500","$374,800","$378,500","$383,900","$389,400","$392,800","$395,300","$399,400","$403,900","$407,200","$411,100","$415,500","$419,600","$422,400","$425,400","$427,900","$430,000","$432,600","$436,500","$439,600","$440,200","$440,300","$440,900","$440,900","$440,800","$442,600","$444,800","$447,300","$451,300","$455,100","$458,500","$462,300","$466,500","$470,000","$473,300","$478,400","$484,400","$488,000","$490,900","$497,000","$502,200","$505,100","$509,600","$514,800","$518,800","$524,700","$531,700","$537,700","$541,800","$546,800","$552,200","$556,200","$559,500","$565,600","$571,600","$574,800","$576,600","$579,100","$581,800","$581,600","$579,200","$576,800","$575,100","$573,500","$571,700","$569,500"
Woodside,neighborhood,All Homes,"$485,100","$488,200","$491,500","$493,500","$494,100","$491,100","$484,700","$480,200","$480,000","$481,000","$478,500","$472,300","$467,000","$457,100","$446,100","$440,300","$440,400","$440,800","$444,700","$448,700","$448,800","$445,200","$443,900","$447,200","$449,900","$450,500","$449,000","$447,500","$447,700","$452,100","$456,300","$457,100","$458,000","$461,900","$465,400","$466,200","$465,600","$468,100","$473,000","$475,500","$473,900","$472,600","$474,700","$478,800","$482,100","$483,800","$487,100","$491,100","$493,900","$497,000","$500,900","$504,400","$507,900","$511,100","$511,900","$512,600","$515,600","$519,100","$521,600","$524,600","$531,700","$541,800","$551,900","$560,300","$567,300","$573,000","$576,600","$579,600","$583,900","$589,000","$593,100","$597,000","$600,800","$602,200","$602,200","$603,500","$606,900","$608,200","$609,900","$615,300","$622,800","$628,800","$634,300","$639,200","$645,000","$651,900","$659,300","$666,000","$668,700","$671,400","$676,500","$683,200","$689,800","$697,500","$701,200","$702,700","$699,700","$696,300","$692,700","$693,900","$700,300","$712,400","$722,100","$726,500","$723,300","$720,100","$721,000","$726,600","$736,600","$749,100","$758,900","$765,300","$769,000","$767,900","$764,100","$761,700","$762,400","$764,700","$767,400","$767,300"
